street,street_type,zip_code,parish,county,coastal_area
RUA ARTUR LAMAS,Rua,1300-076,Lisboa,Lisboa,Coastal Area
BECO FARINHAS 7,Beco,1100-234,Lisboa,Lisboa,Coastal Area
RUA SANTA MARTA,Rua,1150-293,Lisboa,Lisboa,Coastal Area
PÁTIO DO SALEMA,Pátio,1150-062,Lisboa,Lisboa,Coastal Area
BECO FARINHAS 4,Beco,1100-234,Lisboa,Lisboa,Coastal Area
BECO JOSÉ ELIAS,,2580-258,Pereiro Palhacana,Alenquer,Not Coastal Area
RUA CONDE MOSER,Rua,2765-428,Monte Estoril,Cascais,Coastal Area
RUA MATO GROSSO,Rua,1170-237,Lisboa,Lisboa,Coastal Area
RUA CARLOS REIS,Rua,1600-031,Lisboa,Lisboa,Coastal Area
LARGO DOS LÓIOS,Largo,1100-312,Lisboa,Lisboa,Coastal Area
RUA CONDE ANTAS,Rua,1070-069,Lisboa,Lisboa,Coastal Area
RUA NOVA STELLA,Rua,2760-087,Caxias,Oeiras,Coastal Area
TRAVESSA DESVIO,Travessa,2655-457,Ericeira,Mafra,Coastal Area
CALÇADA MONTE 2,Calçada,1100-361,Lisboa,Lisboa,Coastal Area
RUA ROSA 155 1º,Rua,1200-383,Lisboa,Lisboa,Coastal Area
RUA JOSÉ RELVAS,Rua,2775-222,Parede,Cascais,Coastal Area
CALÇADA ARROIOS,Calçada,1000-025,Lisboa,Lisboa,Coastal Area
RUA DOS FAISÕES,Rua,2750-689,Torre,Cascais,Coastal Area
RUA SANTA MARTA,Rua,1050-200,Lisboa,Lisboa,Coastal Area
RUA CASTELINHOS,Rua,1150-095,Lisboa,Lisboa,Coastal Area
AVENIDA ACACIAS,Avenida,2765-390,Monte Estoril,Cascais,Coastal Area
RUA 25 DE ABRIL,Rua,1885-082,Moscavide,Loures,Coastal Area
CALÇADA CARDEAL,Calçada,1100-115,Lisboa,Lisboa,Coastal Area
PRAÇA ARMADA 34,Praça,1350-027,Lisboa,Lisboa,Coastal Area
RUA DA CARRANCA,Rua,2710-121,Cabriz,Sintra,Coastal Area
RUA MARINHEIROS,Largo,2560-430,Casalinhos de Alfaiata,Torres Vedras,Coastal Area
RUA CONDESSA 64,Rua,1200-122,Lisboa,Lisboa,Coastal Area
RUA GIL VICENTE,Rua,2775-198,Parede,Cascais,Coastal Area
RUA LOUREIRO 20,Rua,1100-315,Lisboa,Lisboa,Coastal Area
RUA LOUREIRO 10,Rua,1100-315,Lisboa,Lisboa,Coastal Area
RUA FREI ALEIXO,Rua,2560-061,Santa Cruz,Torres Vedras,Coastal Area
RUA PARAISO N31,Rua,1100-396,Lisboa,Lisboa,Coastal Area
AVENIDA ALIADOS,Avenida,2780-308,Oeiras,Oeiras,Coastal Area
TRAVESSA CALADO,Travessa,1170-068,Lisboa,Lisboa,Coastal Area
TRAVESSA ZAGALO,Travessa,1100-622,Lisboa,Lisboa,Coastal Area
AVENIDA DO LAGO,Rua,2765-402,Monte Estoril,Cascais,Coastal Area
RUA DOM PEDRO V,Rua,1250-095,Lisboa,Lisboa,Coastal Area
PRAÇA ARMADA 32,Praça,1350-027,Lisboa,Lisboa,Coastal Area
ESTRADA RODÍZIO,Estrada,2705-336,Rodízio,Sintra,Coastal Area
RUA CONDESSA 57,Rua,1200-121,Lisboa,Lisboa,Coastal Area
RUA CONDESSA 49,Rua,1200-121,Lisboa,Lisboa,Coastal Area
RUA PALMEIRA 46,Rua,1200-314,Lisboa,Lisboa,Coastal Area
RUA 25 DE ABRIL,,2590-270,Fetais de Nossa Senhora,Sobral de Monte Agraço,Not Coastal Area
RUA FONTE VELHA,Rua,2655-045,Carvoeira,Mafra,Coastal Area
RUA COSTA PINTO,Rua,2770-213,Paço de Arcos,Oeiras,Coastal Area
RUA DOS MOINHOS,,2590-511,Ponte Panasco,Sobral de Monte Agraço,Not Coastal Area
RUA PEDRO NUNES,Rua,2780-142,Oeiras,Oeiras,Coastal Area
CALÇADA SANTANA,Calçada,1169-062,Lisboa,Lisboa,Coastal Area
RUA FÉ 40 R/C E,Rua,1150-151,Lisboa,Lisboa,Coastal Area
RUA MARINHEIROS,Rua,2705-198,Colares,Sintra,Coastal Area
RUA DUARTE LOBO,Rua,1700-148,Lisboa,Lisboa,Coastal Area
RUA CRISÓSTOMOS,,2560-058,Casal da Serpigeira Nova,Torres Vedras,Coastal Area
RUA JOSÉ FALCÃO,Rua,1000-185,Lisboa,Lisboa,Coastal Area
PRACETA SOLDADO,Rua,2640-046,Ribamar,Mafra,Coastal Area
RUA PRIOR CRATO,Rua,1350-262,Lisboa,Lisboa,Coastal Area
RUA DA REGUEIRA,Rua,1100-438,Lisboa,Lisboa,Coastal Area
PRACETA ALEGRIA,Estrada Nacional,2640-426,Mafra,Mafra,Coastal Area
RUA RUI BARBOSA,Rua,1170-332,Lisboa,Lisboa,Coastal Area
RUA DE SÃO JOÃO,Rua,2770-158,Paço de Arcos,Oeiras,Coastal Area
RUA PAUL HARRIS,Rua,1600-251,Lisboa,Lisboa,Coastal Area
ESTRADA ZIMBRAL,,2640-825,Paço D'Ilhas,Mafra,Coastal Area
RUA 1.º DE MAIO,Travessa,2655-082,Fonte Boa da Brincosa,Mafra,Coastal Area
RUA GIL VICENTE,Rua,2710-568,Sintra,Sintra,Coastal Area
ESTRADA ATALAIA,Rua,2530-009,Atalaia,Lourinhã,Coastal Area
TRAVESSA MALVAR,Travessa,1500-413,Lisboa,Lisboa,Coastal Area
1ª RUA DE BAIXO,Rua,2655-237,Ericeira,Mafra,Coastal Area
TRAVESSA ZEBRAS,Travessa,1300-589,Lisboa,Lisboa,Coastal Area
RUA PALMEIRA 31,Rua,1200-311,Lisboa,Lisboa,Coastal Area
BECO AGULHEIROS,Beco,1100-013,Lisboa,Lisboa,Coastal Area
RUA EDITH CAVEL,Rua,1900-213,Lisboa,Lisboa,Coastal Area
LARGO JERÓNIMOS,Largo,1400-209,Lisboa,Lisboa,Coastal Area
1ª RUA OLIVENÇA,Rua,1495-099,Algés,Oeiras,Coastal Area
1ª RUA DA SILVA,Avenida,1050-061,Lisboa,Lisboa,Coastal Area
RUA ABADE FARIA,Rua,1900-008,Lisboa,Lisboa,Coastal Area
1ª RUA CASTILHO,Rua,1070-051,Lisboa,Lisboa,Coastal Area
TRAVESSA OLIVAL,Travessa,1950-209,Lisboa,Lisboa,Coastal Area
RUA PALMEIRA 33,Rua,1200-311,Lisboa,Lisboa,Coastal Area
TRAVESSA RAINHA,Travessa,2050-343,Azambuja,Azambuja,Not Coastal Area
RUA CIDADE FARO,Rua,2775-181,Parede,Cascais,Coastal Area
RUA SANTO ANDRÉ,Rua,2725-443,Mem Martins,Sintra,Not Coastal Area
RUA ALVES TORGO,Rua,1000-033,Lisboa,Lisboa,Coastal Area
CALÇADA DUQUE 1,Calçada,1200-155,Lisboa,Lisboa,Coastal Area
RUA ALVES REDOL,Rua,1000-029,Lisboa,Lisboa,Coastal Area
ARCO EVARISTO 5,Arco,1250-030,Lisboa,Lisboa,Coastal Area
RUA DAVID LOPES,Rua,1900-176,Lisboa,Lisboa,Coastal Area
RUA JOSÉ AFONSO,Rua,2720-316,Amadora,Amadora,Coastal Area
RUA 30 DE JUNHO,Rua,2710-130,Cabriz,Sintra,Coastal Area
RUA COSTA PINTO,Rua,2645-185,Amoreira,Cascais,Coastal Area
BECO DA SAUDADE,,2705-001,Azoia,Sintra,Coastal Area
CAMINHO DO PAÚL,,2640-578,Casal da Serra,Mafra,Coastal Area
RUA SOL À GRAÇA,Rua,1170-364,Lisboa,Lisboa,Coastal Area
RUA SALITRE 100,Rua,1250-202,Lisboa,Lisboa,Coastal Area
RUA SERRA VIDAL,Rua,1170-362,Lisboa,Lisboa,Coastal Area
RUA ROQUE LOPES,Rua,2765-550,Areias,Cascais,Coastal Area
CALÇADA MEMÓRIA,Calçada,1300-398,Lisboa,Lisboa,Coastal Area
RUA DAS ACACIAS,Rua,2750-596,Cascais,Cascais,Coastal Area
RUA DO NORTE 12,Praça,1200-243,Lisboa,Lisboa,Coastal Area
RUA MAR À VISTA,Rua,2655-269,Ericeira,Mafra,Coastal Area
TRAVESSA OLEIRO,Travessa,1200-305,Lisboa,Lisboa,Coastal Area
RUA JÚLIO DINIZ,Rua,2755-237,Murches,Cascais,Coastal Area
ESTRADA RIBEIRA,Estrada,2755-290,Amoreira,Cascais,Coastal Area
LARGO PICADEIRO,Largo,1200-330,Lisboa,Lisboa,Coastal Area
BECO IMAGINÁRIO,Beco,1100-277,Lisboa,Lisboa,Coastal Area
BECO SURRADORES,Beco,1100-591,Lisboa,Lisboa,Coastal Area
CAMINHO DE CIMA,Rua,2705-235,Mucifal,Sintra,Coastal Area
1ª RUA DA FONTE,Rua,2655-137,Valbom,Mafra,Coastal Area
RUA POCINHOS 30,Rua,2655-333,Ericeira,Mafra,Coastal Area
RUA DOS CABEÇOS,Largo,2705-073,Almoçageme,Sintra,Coastal Area
RUA RIO DA BICA,Rua,2710-498,São Pedro,Sintra,Coastal Area
RUA MAE DE AGUA,Travessa,1250-083,Lisboa,Lisboa,Coastal Area
TRAVESSA GIESTA,Travessa,1300-273,Lisboa,Lisboa,Coastal Area
RUA DO SALVADOR,Rua,1100-466,Lisboa,Lisboa,Coastal Area
RUA DUQUE 12-14,Rua,1200-159,Lisboa,Lisboa,Coastal Area
RUA TANQUE NOVO,Travessa,2705-277,Penedo,Sintra,Coastal Area
CALÇADA MIRANTE,Calçada,1300-418,Lisboa,Lisboa,Coastal Area
RUA 25 DE ABRIL,Rua,2580-180,Fiandal,Alenquer,Not Coastal Area
RUA GIL VICENTE,Rua,2705-163,Pinhal da Nazaré,Sintra,Coastal Area
LARGO FLORINHAS,Largo,2655-405,Ericeira,Mafra,Coastal Area
RUA SERPA PINTO,Rua,2710-512,São Pedro,Sintra,Coastal Area
RUA 25 DE ABRIL,Rua,2785-755,Madorna,Cascais,Coastal Area
RUA FREI CARLOS,Rua,1600-096,Lisboa,Lisboa,Coastal Area
RUA JOÃO VIEIRA,Rua,2755-325,Alcabideche,Cascais,Coastal Area
PÁTIO PARREIRAS,Pátio,1200-084,Lisboa,Lisboa,Coastal Area
RUA CONDESSA 10,Rua,1200-120,Lisboa,Lisboa,Coastal Area
RUA CONDESSA 66,Rua,1200-120,Lisboa,Lisboa,Coastal Area
RUA MIGUEL LÚPI,Rua,1200-725,Lisboa,Lisboa,Coastal Area
RUA JORGE ALVES,Rua,1200-781,Lisboa,Lisboa,Coastal Area
RUA ESPERANÇA 2,Rua,1200-657,Lisboa,Lisboa,Coastal Area
RUA ROSA ARAÚJO,Rua,1250-194,Lisboa,Lisboa,Coastal Area
TRAVESSA PENDOA,Travessa,2710-610,Sintra,Sintra,Coastal Area
RUA AMENDOEIRAS,Rua,2645-314,Bicesse,Cascais,Coastal Area
RUA MALMEQUERES,Rua,2775-666,Lombos,Cascais,Coastal Area
RUA JOÃO AMARAL,Rua,1750-423,Lisboa,Lisboa,Coastal Area
RUA SÃO MACÁRIO,Rua,2765-152,Bairro de Santo António,Cascais,Coastal Area
1º LARGO DAS OL,Largo,1100-376,Lisboa,Lisboa,Coastal Area
BECO DAS CRUZES,,1100-176,Lisboa,Lisboa,Coastal Area
ESCADARIA RUA 3,Rua,1070-275,Lisboa,Lisboa,Coastal Area
RUA MILY POSSOZ,Rua,2750-826,Charneca,Cascais,Coastal Area
RUA NEVES COSTA,Rua,1600-532,Lisboa,Lisboa,Coastal Area
1ª RUA DE MILÃO,Rua,2760-084,Laveiras,Oeiras,Coastal Area
RUA SÃO JOAQUIM,Rua,1250-234,Lisboa,Lisboa,Coastal Area
AVENIDA DE ROMA,Jardim,1000-265,Lisboa,Lisboa,Coastal Area
RUA AUGUSTA 166,Rua,1100-055,Lisboa,Lisboa,Coastal Area
TRAVESSA DÁLIAS,,2705-349,Ulgueira,Sintra,Coastal Area
TRAVESSA ALMADA,Travessa,1100-018,Lisboa,Lisboa,Coastal Area
PRACETA LOBEIRA,Praceta,2765-377,Livramento,Cascais,Coastal Area
RUA DOS FAISÕES,Rua,2605-200,Belas,Sintra,Not Coastal Area
RUA PAZ À AJUDA,Rua,1300-453,Lisboa,Lisboa,Coastal Area
QUINTA BARREIRA,,2565-136,Beira,Torres Vedras,Not Coastal Area
RUA MENDES LEAL,Rua,2655-305,Ericeira,Mafra,Coastal Area
RUA SOL SANTANA,Rua,1150-343,Lisboa,Lisboa,Coastal Area
RUA CASTILHO 90,Rua,1250-071,Lisboa,Lisboa,Coastal Area
LARGO FONTAÍNHA,Largo,2655-283,Ericeira,Mafra,Coastal Area
LARGO DA CAPELA,Rua,2640-254,Encarnação,Mafra,Coastal Area
AVENIDA HOLANDA,Avenida,2765-228,Estoril,Cascais,Coastal Area
RUA SERPA PINTO,Rua,2775-141,Murtal,Cascais,Coastal Area
TRAVESSA AZENHA,Travessa,2705-256,Penedo,Sintra,Coastal Area
PRACETA AVENCAS,Praceta,2775-345,Parede,Cascais,Coastal Area
RUA SOTTO MAYOR,Passeio,2710-628,Sintra,Sintra,Coastal Area
RUA LARANJEIRAS,Rua,1600-141,Lisboa,Lisboa,Coastal Area
REGUEIRÃO ANJOS,Regueirão,1150-030,Lisboa,Lisboa,Coastal Area
RUA AZEDO GNECO,Rua,1350-030,Lisboa,Lisboa,Coastal Area
BAIRRO ANDERSEN,Bairro,2710-528,Sintra,Sintra,Coastal Area
1ª RUA DA PALMA,Rua,1100-390,Lisboa,Lisboa,Coastal Area
PRAÇA PASTEUR 1,Praça,1000-238,Lisboa,Lisboa,Coastal Area
RUA CRUCIFIXO 6,Rua,1100-183,Lisboa,Lisboa,Coastal Area
RUA SÃO PEDRO 8,Rua,1100-553,Lisboa,Lisboa,Coastal Area
RUA MONTE LEITE,Rua,2765-496,São João do Estoril,Cascais,Coastal Area
RUA ROSA 214 2º,Rua,1200-390,Lisboa,Lisboa,Coastal Area
BECO BENFORMOSO,Beco,1100-082,Lisboa,Lisboa,Coastal Area
PRAÇA ALEGRIA 6,Praça,1250-004,Lisboa,Lisboa,Coastal Area
RUA DA PALMEIRA,Rua,1200-312,Lisboa,Lisboa,Coastal Area
RUA DO ESPARGAL,Rua,2710-743,Cabriz,Sintra,Coastal Area
BECO CARDOSA 16,Beco,1100-118,Lisboa,Lisboa,Coastal Area
RUA FARINHAS 43,Rua,1100-236,Lisboa,Lisboa,Coastal Area
1ª RUA DO PISÃO,Travessa,2560-007,A dos Cunhados,Torres Vedras,Coastal Area
BECO DA CARDOSA,Beco,1100-118,Lisboa,Lisboa,Coastal Area
BECO 3 ENGENHOS,Beco,1100-610,Lisboa,Lisboa,Coastal Area
PRACETA PALHAIS,,2640-068,Palhais,Mafra,Coastal Area
RUA CASTILHO 72,Rua,1250-070,Lisboa,Lisboa,Coastal Area
RUA 25 DE ABRIL,Rua,2705-253,Mucifal,Sintra,Coastal Area
BECO ALMOTACÉ 1,Beco,1100-021,Lisboa,Lisboa,Coastal Area
ESCADAS MONTE 4,Escadas,1170-252,Lisboa,Lisboa,Coastal Area
RUA DA ROSA 188,Travessa,1200-010,Lisboa,Lisboa,Coastal Area
ALAMEDA QUEIJAS,Alameda,2790-402,Queijas,Oeiras,Coastal Area
RUA CARLOS REIS,Rua,2750-558,Cobre,Cascais,Coastal Area
RUA BOMBARDA 53,Rua,1100-097,Lisboa,Lisboa,Coastal Area
RUA VIVEIRO 498,Rua,2765-294,Monte Estoril,Cascais,Coastal Area
RUA VIVEIRO 538,Rua,2765-294,Monte Estoril,Cascais,Coastal Area
ESTRADA REBELVA,Estrada,2775-370,Rebelva,Cascais,Coastal Area
TRAVESSA PENA 1,Travessa,1150-261,Lisboa,Lisboa,Coastal Area
RUA JOSÉ FALCÃO,Rua,1170-193,Lisboa,Lisboa,Coastal Area
RUA DA PEDREIRA,,2640-059,Casais de Monte Bom,Mafra,Coastal Area
RUA VILA ROMANA,Rua,2705-079,Almoçageme,Sintra,Coastal Area
RUA JORGE AMADO,Rua,1950-351,Lisboa,Lisboa,Coastal Area
RUA DE SÃO GENS,Rua,1170-337,Lisboa,Lisboa,Coastal Area
BECO CARNEIRO 2,Beco,1100-120,Lisboa,Lisboa,Coastal Area
ESTRADA CHELAS,Estrada,1900-148,Lisboa,Lisboa,Coastal Area
RUA ANDORINHAS,,2550-371,Pragança,Cadaval,Not Coastal Area
RUA DAS PRAÇAS,Rua,1200-767,Lisboa,Lisboa,Coastal Area
RUA DO SALITRE,Rua,1250-202,Lisboa,Lisboa,Coastal Area
RUA JUNQUILHOS,Rua,2750-244,Birre,Cascais,Coastal Area
RUA MIRADOR 73,Rua,1300-415,Lisboa,Lisboa,Coastal Area
RUA CAMELEIRAS,Rua,2750-009,Torre,Cascais,Coastal Area
AVENIDA INDICO,Avenida,1990-125,Lisboa,Lisboa,Coastal Area
TRAVESSA PINTO,Travessa,1300-601,Lisboa,Lisboa,Coastal Area
RUA AMENDOEIRA,Rua,1100-025,Lisboa,Lisboa,Coastal Area
CALÇADA GALVÃO,Calçada,1400-164,Lisboa,Lisboa,Coastal Area
RUA 13 12A R/C,Rua,1400-347,Lisboa,Lisboa,Coastal Area
LARGO ASSUNÇÃO,Praça,2750-298,Cascais,Cascais,Coastal Area
ESTRADA ALVIDE,Estrada,2755-029,Alcabideche,Cascais,Coastal Area
LARGO TRINDADE,Largo,1249-051,Lisboa,Lisboa,Coastal Area
RUA PISÃO LOTE,,2560-042,Casal Ventoso,Torres Vedras,Coastal Area
AVENIDA BERLIM,Avenida,1800-033,Lisboa,Lisboa,Coastal Area
ESTRADA POMBAL,,2640-064,Lagoa,Mafra,Coastal Area
RUA DA ALEGRIA,Rua,1250-037,Lisboa,Lisboa,Coastal Area
PRAÇA DOM LUIS,Praça,1250-001,Lisboa,Lisboa,Coastal Area
RUA DAS TRINAS,Rua,1200-855,Lisboa,Lisboa,Coastal Area
RUA OLIVAL 101,Rua,1200-740,Lisboa,Lisboa,Coastal Area
ESTRADA TAPADA,,2665-418,Vale da Guarda,Mafra,Not Coastal Area
ZONA REGATEIRA,,2705-001,Azoia,Sintra,Coastal Area
1ª RUA DA CRUZ,Quinta,2670-746,Lousa,Loures,Not Coastal Area
RUA SÃO LÁZARO,Rua,1150-331,Lisboa,Lisboa,Coastal Area
TRAVESSA PALMA,Travessa,1600-174,Lisboa,Lisboa,Coastal Area
AVENIDA EMÍLIA,Avenida,2765-480,São João do Estoril,Cascais,Coastal Area
LARGO CARACOTA,Largo,2710-547,Sintra,Sintra,Coastal Area
RUA MÃE D'ÁGUA,Rua,1250-155,Lisboa,Lisboa,Coastal Area
RUA SANTA CRUZ,Rua,2780-356,Oeiras,Oeiras,Coastal Area
RUA SANTO ELOY,Rua,1675-177,Pontinha,Odivelas,Coastal Area
LARGO SALVADOR,Largo,1100-462,Lisboa,Lisboa,Coastal Area
BECO FUNILEIRO,Beco,1350-150,Lisboa,Lisboa,Coastal Area
RUA DA PADARIA,Rua,1100-389,Lisboa,Lisboa,Coastal Area
RUA MOÇAMBIQUE,Rua,1170-243,Lisboa,Lisboa,Coastal Area
RUA PÔR DO SOL,Rua,2530-065,Areia Branca,Lourinhã,Coastal Area
PRACETA MOINHO,Praceta,2655-038,Carvoeira,Mafra,Coastal Area
ESTRADA ALAGOA,Rua,2775-582,Carcavelos,Cascais,Coastal Area
RUA JOÃO PENHA,Rua,1250-131,Lisboa,Lisboa,Coastal Area
AVENIDA SINTRA,Avenida,2750-494,Cascais,Cascais,Coastal Area
RUA CARLOS LUZ,Rua,2770-027,Paço de Arcos,Oeiras,Coastal Area
1ª RUA ALECRIM,Rua,1200-018,Lisboa,Lisboa,Coastal Area
RUA DOS CORVOS,Rua,1100-174,Lisboa,Lisboa,Coastal Area
TRAVESSA HORTA,Travessa,1200-219,Lisboa,Lisboa,Coastal Area
PRACETA TÍLIAS,Praceta,2775-336,Parede,Cascais,Coastal Area
PRACETA AREIAS,,2530-056,Casal do Labrusque,Lourinhã,Coastal Area
RUA DO MACHADO,Rua,1500-395,Lisboa,Lisboa,Coastal Area
1ª RUA DO VALE,Rua,1200-472,Lisboa,Lisboa,Coastal Area
RUA ARMANDINHO,Rua,1950-446,Lisboa,Lisboa,Coastal Area
RUA DAS FLORES,Rua,2580-511,Obras Novas,Alenquer,Not Coastal Area
RUA WASHINGTON,Rua,1170-393,Lisboa,Lisboa,Coastal Area
AVENIDA SINTRA,Avenida,2755-321,Alcabideche,Cascais,Coastal Area
RUA 1º DE MAIO,Rua,2710-126,Cabriz,Sintra,Coastal Area
CALÇADA CASCÃO,Calçada,1100-123,Lisboa,Lisboa,Coastal Area
RUA DAS MERCÊS,Rua,1300-405,Lisboa,Lisboa,Coastal Area
CASAL BELMONTE,,2560-192,Azenha Velha,Torres Vedras,Coastal Area
1ª RUA DA HERA,Rua,1200-217,Lisboa,Lisboa,Coastal Area
ARCO ESCURO 17,Arco,1100-030,Lisboa,Lisboa,Coastal Area
LARGO RIO SECO,Largo,1300-496,Lisboa,Lisboa,Coastal Area
RUA FONTANÁRIO,Rua,2640-089,Santo Isidoro,Mafra,Coastal Area
RUA FANQUEIROS,Rua,1149-092,Lisboa,Lisboa,Coastal Area
LARGO CALHARIZ,Largo,1200-086,Lisboa,Lisboa,Coastal Area
RUA GARRETT 26,Rua,1200-204,Lisboa,Lisboa,Coastal Area
AVENIDA MADRID,Avenida,1000-193,Lisboa,Lisboa,Coastal Area
RUA DE ANDALUZ,Rua,1050-006,Lisboa,Lisboa,Coastal Area
RUA 1º DE MAIO,Rua,1750-226,Lisboa,Lisboa,Coastal Area
RUA GUARDA-MOR,Rua,1200-683,Lisboa,Lisboa,Coastal Area
RUA CHÃO VERDE,Rua,2705-601,Fontanelas,Sintra,Coastal Area
RUA ACTOR VALE,Rua,1900-023,Lisboa,Lisboa,Coastal Area
RUA SÃO JULIÃO,Rua,1149-030,Lisboa,Lisboa,Coastal Area
RUA DONA MARIA,Beco,2065-341,Manique do Intendente,Azambuja,Not Coastal Area
RUA DAS FLORES,Rua,2765-222,Estoril,Cascais,Coastal Area
RUA SOTO MAIOR,Passeio,2710-628,Sintra,Sintra,Coastal Area
RUA PEDRO DIAS,Rua,1200-324,Lisboa,Lisboa,Coastal Area
AZINHAGA ROCHA,Rua,2710-462,Sintra,Sintra,Coastal Area
LARGO MOINHO 8,,2705-349,Ulgueira,Sintra,Coastal Area
RUA 1º DE MAIO,Rua,1300-475,Lisboa,Lisboa,Coastal Area
RUA FONTAÍNHAS,Rua,2705-605,Fontanelas,Sintra,Coastal Area
TRAVESSA COTAS,Travessa,2530-721,São Bartolomeu dos Galegos,Lourinhã,Coastal Area
RUA GALINHOLAS,Rua,2750-693,Torre,Cascais,Coastal Area
LARGO FERREIRO,Largo,2705-474,Assafora,Sintra,Coastal Area
AVENIDA IGREJA,Travessa,2530-254,Seixal,Lourinhã,Coastal Area
LARGO SEVERA 7,Largo,1100-588,Lisboa,Lisboa,Coastal Area
RUA POCINHOS B,Rua,2655-333,Ericeira,Mafra,Coastal Area
RUA CABO VERDE,Rua,1170-067,Lisboa,Lisboa,Coastal Area
BECO APÓSTOLOS,Beco,1200-028,Lisboa,Lisboa,Coastal Area
RUA SÃO CARLOS,Rua,2750-070,Areia,Cascais,Coastal Area
RUA DO VIGÁRIO,Rua,1100-617,Lisboa,Lisboa,Coastal Area
RUA LUÍSA TODI,Rua,1200-245,Lisboa,Lisboa,Coastal Area
RUA ROSA 35-39,Rua,1200-381,Lisboa,Lisboa,Coastal Area
RUA LUISA TODI,Rua,1200-245,Lisboa,Lisboa,Coastal Area
RUA SÃO MAMEDE,Rua,1100-532,Lisboa,Lisboa,Coastal Area
RUA DOM LUÍS I,Rua,1200-151,Lisboa,Lisboa,Coastal Area
RUA MIRA SERRA,Rua,2710-225,Galamares,Sintra,Coastal Area
1º LARGO DAS O,Largo,1100-376,Lisboa,Lisboa,Coastal Area
RUA DESTERRO 9,Rua,1150-127,Lisboa,Lisboa,Coastal Area
PRACETA TALEFE,Rua,2705-302,Praia das Maçãs,Sintra,Coastal Area
RUA NAVEGANTES,Rua,1200-729,Lisboa,Lisboa,Coastal Area
AVENIDA BRASIL,Avenida,2750-309,Cascais,Cascais,Coastal Area
RUA BELA VISTA,Rua,2705-130,Praia das Maçãs,Sintra,Coastal Area
PRACETA AREAIS,Praceta,2780-309,Oeiras,Oeiras,Coastal Area
RUA DO QUELHAS,Rua,1200-779,Lisboa,Lisboa,Coastal Area
RUA DA SAUDADE,Rua,1200-183,Lisboa,Lisboa,Coastal Area
RUA DOS AÇORES,Rua,1000-001,Lisboa,Lisboa,Coastal Area
RUA BOM JARDIM,Rua,2605-169,Belas,Sintra,Not Coastal Area
CALÇADA TAPADA,Calçada,1300-544,Lisboa,Lisboa,Coastal Area
RUA HORTÊNSIAS,,2560-051,Praia do Navio,Torres Vedras,Coastal Area
RUA DO GIESTAL,Travessa,1300-277,Lisboa,Lisboa,Coastal Area
RUA EUCALIPTOS,Rua,2655-209,Ericeira,Mafra,Coastal Area
RUA DO TIBRE 1,Rua,1990-524,Lisboa,Lisboa,Coastal Area
RUA DO DANÚBIO,Rua,1990-524,Lisboa,Lisboa,Coastal Area
ESTRADA ABADIA,Estrada,2655-432,Ericeira,Mafra,Coastal Area
BECO BIRBANTES,Beco,1150-078,Lisboa,Lisboa,Coastal Area
LARGO DA GRAÇA,Miradouro,1100-265,Lisboa,Lisboa,Coastal Area
RUA LUÍS SAMBO,Rua,2735-127,Agualva-Cacém,Sintra,Coastal Area
AVENIDA SABOIA,Avenida,2765-277,Monte Estoril,Cascais,Coastal Area
PRAÇA FLORES 7,Praça,1200-192,Lisboa,Lisboa,Coastal Area
AVENIDA SANFRÉ,Avenida,2765-441,Monte Estoril,Cascais,Coastal Area
RUA CARRASCAIS,,2560-191,Assenta,Torres Vedras,Coastal Area
RUA DOM JOÃO V,Rua,1250-090,Lisboa,Lisboa,Coastal Area
AVENIDA IGREJA,Avenida,1700-239,Lisboa,Lisboa,Coastal Area
LARGO DA GRAÇA,Rua,1600-410,Lisboa,Lisboa,Coastal Area
TRAVESSA JUDEU,Travessa,1200-237,Lisboa,Lisboa,Coastal Area
RUA SÃO MAMEDE,Rua,1149-050,Lisboa,Lisboa,Coastal Area
AVENIDA BRASIL,Avenida,1700-062,Lisboa,Lisboa,Coastal Area
RUA LUIS BÍVAR,Rua,1050-075,Lisboa,Lisboa,Coastal Area
RUA MÃE D'ÁGUA,Rua,2605-199,Belas,Sintra,Not Coastal Area
PRACETA JASMIM,Praceta,2750-265,Birre,Cascais,Coastal Area
RUA BEIRA 7 LT,Rua,2775-554,Carcavelos,Cascais,Coastal Area
RUA MIRA SERRA,Rua,2755-178,Malveira da Serra,Cascais,Coastal Area
RUA CABINDA 44,Travessa,2775-036,Junqueiro,Cascais,Coastal Area
RUA COCHOLONGO,Rua,2640-045,Ribamar,Mafra,Coastal Area
RUA SÃO GENS 9,Rua,1170-337,Lisboa,Lisboa,Coastal Area
BECO CHANCELER,Beco,1100-141,Lisboa,Lisboa,Coastal Area
1ª RUA MIRAMAR,Rua,2655-309,Ericeira,Mafra,Coastal Area
RUA 9 DE ABRIL,Rua,2765-609,São Pedro do Estoril,Cascais,Coastal Area
RUA AZARUJINHA,Rua,2765-508,São João do Estoril,Cascais,Coastal Area
RUA DO MINDELO,Rua,2705-314,Praia das Maçãs,Sintra,Coastal Area
RUA DO MIRAMAR,Rua,2655-309,Ericeira,Mafra,Coastal Area
RUA CAPITOLINA,Rua,2710-159,Carrascal,Sintra,Coastal Area
RUA FIGUEIREDO,Rua,1400-154,Lisboa,Lisboa,Coastal Area
AVENIDA MAR LT,Rua,2560-061,Santa Cruz,Torres Vedras,Coastal Area
BECO MIRANTE 2,Beco,1100-353,Lisboa,Lisboa,Coastal Area
